company_ID,company_name,company_pic,company_address,company_email,company_field,company_Phone,company_size,training_price,group,training_location,training_date,training_topic,training_field,training_type,order_history,improved_abilities,increasement_points,training_materials_quality,trainer_satisfaction_level,dining_facilities,residential_facilities,satisfaction_level,management_seller_closeness,continuity,likelihood_of_recommendation
219,Perum Setiawan Riyanti,Carla Sitompul,"Gang Kebonjati No. 63
Pasuruan, Sulawesi Tengah 67065",zizi91@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-051-515-0502,Menengah,200000,Group,"Unit 3403 Box 0461
DPO AE 40654",2024-01-23,Shopfloor Leadership & Management : Leading By Genba Keizen,Leadership & Managerial,Public Training,3,51,33,9,2,6,6,5.75,3,no,61.642857142857146
220,PT Halim Saefullah Tbk,Ir. Lanang Firgantoro,"Gg. Sukajadi No. 744
Bukittinggi, Nusa Tenggara Barat 63395",raihan49@example.com,Real Estat,0843119192,Kecil,100000,Retail,"9861 Kelly Square Apt. 774
West Oscarside, IL 71665",2023-12-12,Creative Problem Solving & Decision Making,Leadership & Managerial,Public Training,5,46,43,9,3,7,1,5.0,8,no,67.0
221,PD Sitompul Melani (Persero) Tbk,"Rachel Usamah, M.Kom.","Jalan Waringin No. 0
Ambon, DI Yogyakarta 57959",wirda80@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-18-206-4934,Kecil,600000,Group,"62348 Jacob Corner Suite 267
Port Karen, FM 63121",2023-12-08,"Manajemen Emosi, Temperamen, Dan Kontrol Diri Untuk Service Excellent",Leadership & Managerial,Public Training,1,55,30,1,8,2,1,3.0,2,no,37.85714285714285
222,PT Permata Tbk,"Yunita Putra, S.Gz","Gang Kutai No. 67
Metro, Jawa Tengah 37141",murti34@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",(0521) 082 8544,Menengah,300000,Retail,"61350 Gloria Street Suite 071
Port Jenniferside, MH 74178",2024-01-22,Practical Business Presentation Skills,Leadership & Managerial,Public Training,1,26,42,9,4,1,3,4.25,9,no,54.35714285714285
223,Perum Pratiwi Tbk,Mutia Hariyah,"Jl. Pasirkoja No. 99
Bandung, Sulawesi Utara 16342",jmandasari@example.net,Pertambangan dan Penggalian,+62 (311) 415 5901,Menengah,500000,Group,"96901 Katherine Lake
South Williamville, RI 07983",2023-12-01,Hypnotic Business Presentation PowerPoint Short-Cut & Effective Influencing,Leadership & Managerial,Public Training,5,44,57,4,8,2,2,4.0,8,no,61.57142857142857
224,PD Wulandari Lazuardi Tbk,Leo Hardiansyah,"Gang Cihampelas No. 920
Bandung, Kalimantan Timur 55550",violetlazuardi@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,088 705 0783,Kecil,1000000,Retail,"USNS Weber
FPO AP 71799",2023-12-29,Smart Way To Improve Your Negotiation Skills For Leader,Leadership & Managerial,Public Training,7,82,40,8,7,7,1,5.75,4,no,74.21428571428571
225,UD Yulianti Wasita Tbk,"Cecep Purwanti, S.E.I","Gg. Monginsidi No. 8
Pangkalpinang, SU 83429",mila61@example.org,"Pertanian, Kehutanan, dan Perikanan",+62 (032) 910-3801,Menengah,800000,Retail,"0046 David Hollow Suite 830
Marshallport, ND 81851",2024-01-21,Keterampilan Komunikasi Dalam Rapat Dan Diskusi,Leadership & Managerial,Public Training,2,79,84,5,1,2,6,3.5,1,no,52.57142857142857
226,PT Kuswoyo Sitompul Tbk,Oni Melani,"Gg. Astana Anyar No. 3
Banda Aceh, SG 16736",garansudiati@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-587-397-9104,Kecil,700000,Group,"54692 Orr Cape Apt. 823
New Jenniferland, CT 41211",2024-01-24,Communication Skills in Project Management,Leadership & Managerial,Public Training,5,76,82,10,6,6,6,7.0,2,yes,84.0
227,UD Anggriawan (Persero) Tbk,Wulan Saputra,"Gg. Otto Iskandardinata No. 6
Surabaya, JI 33373",jagapatisudiati@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62-0269-449-3379,Kecil,200000,Group,"0481 Copeland Divide Suite 384
Evansburgh, CO 67177",2024-01-10,Sytemic Design Thinking: To foster Creativity & Increase Team Innovation For Leaders,Leadership & Managerial,Public Training,9,59,59,9,8,2,6,6.25,7,yes,85.78571428571429
228,PD Hariyah Natsir,"Edward Hariyah, M.Farm","Jl. Rungkut Industri No. 7
Bontang, Jawa Timur 93919",rahayuumay@example.net,Aktivitas Jasa Lainnya,+62 (185) 852-9884,Kecil,600000,Group,"22900 Ann Freeway
West Colin, MA 63319",2023-12-28,Etos Kerja Unggulan Di Era Business Improvement,Leadership & Managerial,Public Training,5,51,63,5,5,2,3,3.75,7,no,60.21428571428572
229,PD Sitompul Hutasoit (Persero) Tbk,Uli Farida,"Gg. Rungkut Industri No. 60
Batam, Sumatera Barat 39655",halimprabawa@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",(0103) 056-2850,Menengah,800000,Group,"0861 Greer Points
Stevensonbury, NY 55816",2023-12-09,Management Skills For New Managers,Leadership & Managerial,Public Training,1,88,48,3,3,9,6,5.25,1,no,59.785714285714285
230,Perum Pranowo Tbk,Umaya Suryono,"Gg. Moch. Toha No. 314
Makassar, BT 79679",jarwamarbun@example.com,Lainnya,+62 (0399) 134-0698,Menengah,200000,Group,"10028 Joseph Street Apt. 576
Donaldview, MO 21966",2023-12-30,Effective Supervision & Coaching For Higher Productivity,Leadership & Managerial,Public Training,9,64,75,5,6,2,8,5.25,5,no,77.35714285714286
231,CV Hutapea Hartati,Jindra Sudiati,"Jalan Ahmad Dahlan No. 014
Samarinda, PA 19514",olaksita@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,087 277 2699,Besar,700000,Group,"12627 Eric Landing
Shafferview, RI 41080",2024-01-09,Analytical Skills For Leaders,Leadership & Managerial,Public Training,7,58,52,10,5,3,9,6.75,7,yes,85.35714285714286
232,CV Waskita,"drg. Widya Laksmiwati, M.Farm","Gang Kebonjati No. 9
Pekalongan, Papua 92656",estiawankurniawan@example.net,Real Estat,+62-076-885-8862,Menengah,400000,Group,"041 Michele Summit
East Dustin, IL 03167",2023-12-13,"Innovative, Systematic & Lateral Thinking For Leader",Leadership & Managerial,Public Training,6,78,95,10,3,4,8,6.25,2,yes,82.21428571428571
233,UD Pangestu,Reza Susanti,"Jl. Medokan Ayu No. 2
Banjarbaru, Sulawesi Tengah 80593",manullangraharja@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,(0857) 453-7594,Besar,1000000,Retail,"8501 Herrera Gardens
Holtberg, AK 72666",2024-01-10,Leading & Motivating With NLP,Leadership & Managerial,Public Training,1,77,76,9,1,4,5,4.75,1,no,58.642857142857146
234,PD Natsir Tbk,Ella Melani,"Jalan HOS. Cokroaminoto No. 4
Probolinggo, Jawa Tengah 33446",eman26@example.com,Aktivitas Jasa Lainnya,0857441852,Besar,600000,Group,"1748 Ronald Heights
South Patrick, ID 48390",2023-12-09,Mengubah Bawahan Bermasalah & Berkonflik Menjadi Produktif & Suportif,Leadership & Managerial,Public Training,6,33,35,7,5,1,1,3.5,6,no,51.85714285714285
235,PD Januar Pradipta Tbk,Kasiran Halimah,"Jalan Yos Sudarso No. 7
Tanjungpinang, Kepulauan Bangka Belitung 81340",simanjuntakmila@example.org,Real Estat,+62 (019) 262 0093,Menengah,300000,Group,"9933 Phyllis Corners
North Davidland, VA 64158",2023-12-19,"Manajemen Emosi, Temperamen, Dan Kontrol Diri Untuk Leader",Leadership & Managerial,Public Training,4,96,98,3,6,1,10,5.0,8,no,80.57142857142857
236,PD Pangestu Palastri Tbk,"Anggabaya Nurdiyanti, S.E.I","Jalan Gardujati No. 171
Sungai Penuh, RI 15402",bpratiwi@example.net,Pengangkutan dan Pergudangan,+62-829-935-4369,Besar,500000,Retail,"2234 Joshua Lodge Suite 570
Dorseyberg, UT 13012",2024-01-16,Insight Fundamental Of Investor Relationship; Industry- Vendor-supplier,Leadership & Managerial,Public Training,2,64,23,5,10,9,6,7.5,5,yes,77.42857142857143
237,CV Wulandari,Yulia Widiastuti,"Jl. Moch. Toha No. 34
Bandung, NB 68909",sabrina41@example.net,"Pertanian, Kehutanan, dan Perikanan",+62-004-032-3552,Kecil,1000000,Retail,"USNV Gonzales
FPO AA 18477",2024-01-10,EXPERT COACHING: How to Manage Managers,Leadership & Managerial,Public Training,5,39,45,3,2,9,7,5.25,3,no,60.92857142857143
238,PD Maryati (Persero) Tbk,"Sarah Pratama, M.M.","Jl. Kutai No. 08
Purwokerto, Maluku Utara 00571",gilda48@example.net,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62-0578-993-5942,Menengah,900000,Retail,"5816 Rivers Ferry
Jenkinsborough, PR 63377",2023-11-29,Succession Planning & Management,Leadership & Managerial,Public Training,3,76,44,9,1,2,2,3.5,9,no,59.285714285714285
239,PD Gunawan Tbk,"Maya Pratiwi, S.T.","Jl. Pacuan Kuda No. 978
Kupang, Sulawesi Selatan 62681",laksitaaris@example.org,Kontruksi,(011) 964 1486,Kecil,500000,Group,"761 Edward Turnpike
Johnsonland, RI 02551",2023-12-26,Sales Performance Improvement For Extraordinary Result,Sales & Marketing,Public Training,1,39,31,7,6,1,4,4.5,9,no,56.42857142857143
240,PD Permata Pertiwi (Persero) Tbk,Kajen Usamah,"Jalan Kutisari Selatan No. 6
Kota Administrasi Jakarta Barat, SR 80559",galihmulyani@example.net,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,081 869 7909,Kecil,200000,Group,"439 Danielle Prairie
Port William, CT 66987",2023-12-12,Analisa Kredit Berbasis Laporan Keuangan,Finance,Inhouse Training,4,93,23,5,1,1,8,3.75,1,no,50.5
241,PD Mustofa Prakasa,"Dr. Lanjar Widiastuti, S.Pd","Jalan S. Parman No. 299
Purwokerto, Kepulauan Bangka Belitung 01822",ewinarsih@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",+62-88-256-5364,Besar,700000,Group,"0024 Burton Land Apt. 081
Wangburgh, VA 25416",2023-11-28,"Mengelola Team Collection di era Covid-19 bagi Manager,Supervisor & Team Leader: Collector Skills Transformation & Team Motivation Charge Up &",Finance,Inhouse Training,9,58,58,5,6,4,8,5.75,9,no,83.35714285714286
242,PD Nababan Hutapea,"Jumadi Halimah, S.Pd","Gang Pasir Koja No. 261
Tual, Kalimantan Timur 61810",situmorangmartani@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,+62-041-367-3698,Besar,600000,Group,"84330 Melanie Harbor
East Karlaland, MO 76225",2024-01-22,Creative & Agile Tools of Management Problem Solving & Decision Making in Digital Era,Credit & Collection,Online Training,8,23,91,4,4,9,5,5.5,3,no,71.28571428571429
243,CV Suryatmi Situmorang,"drg. Mala Hidayanto, S.Kom","Jl. Jayawijaya No. 4
Magelang, KB 85400",kuswandariwarta@example.org,Pertambangan dan Penggalian,(055) 234-4315,Besar,1000000,Group,"335 Patrick Station Apt. 903
West Phillip, ME 15001",2023-12-08,How To Make An Effective Fair Performance Appraisal & Evaluation,Office & Administration,Online Training,5,54,57,6,2,6,1,3.75,8,no,61.21428571428572
244,UD Hidayanto Nashiruddin Tbk,Marsito Rajata,"Jl. Ciwastra No. 371
Langsa, DI Yogyakarta 56354",wiratarihoran@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,0840952601,Menengah,900000,Group,"06493 Mckenzie Cove Apt. 132
New Deborahchester, ME 76415",2024-01-18,Distribution Management,Leadership & Managerial,Public Training,5,33,73,8,10,3,4,6.25,6,no,75.5
245,UD Hakim Permadi Tbk,Maimunah Padmasari,"Gang Joyoboyo No. 7
Pagaralam, SS 36115",nasyiahcapa@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,(0232) 434-3659,Menengah,200000,Group,"922 Lewis Motorway Suite 246
South Noah, DE 15400",2024-01-04,Collection Target Fixing & Motivation Charge Up,Sales & Marketing,Inhouse Training,6,70,77,6,3,10,8,6.75,5,yes,86.35714285714286
246,PT Haryanti Prabowo,"Cawisono Mandala, S.Psi","Jl. Cihampelas No. 38
Malang, Maluku Utara 70781",ysafitri@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",(042) 210 9812,Besar,400000,Retail,"3331 Daniel Meadows Apt. 748
Jacksonfort, GA 92411",2023-12-20,Analisa Data dan Penampilannya bagi Presentasi Manajemen,Leadership & Managerial,Public Training,3,62,56,5,10,1,5,5.25,8,no,70.07142857142857
247,CV Pradana,"Teddy Agustina, S.Sos","Jl. Wonoayu No. 149
Meulaboh, MA 28983",gaimanagustina@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (078) 625 5470,Menengah,100000,Group,"978 Compton Shore Suite 511
North Brian, WV 14767",2024-01-25,Mengelola Tim Penjualan Di Era Covid - 19 & WFH Bagi Supervisor & Manager,Sales & Marketing,Online Training,2,42,28,5,3,3,9,5.0,6,no,57.142857142857146
248,PD Nuraini Nugroho,Dt. Lembah Pratiwi,"Gang Kutisari Selatan No. 391
Probolinggo, SB 30517",kayla87@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",(0411) 561-6694,Besar,800000,Group,"810 Kayla Union
Harrisfort, MH 79517",2024-01-01,Simple Methode of Corporate Tax Calculation PPN-PPH,Office & Administration,Online Training,2,28,72,5,4,3,6,4.5,9,no,62.142857142857146
249,PD Mandala Purnawati,Zelaya Utama,"Jl. Medokan Ayu No. 6
Sawahlunto, PB 72346",owinarno@example.net,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",+62 (0945) 917-6592,Menengah,200000,Retail,"PSC 2004, Box 0225
APO AP 69860",2024-01-05,Anticipating & Preventing Technique Of Money Laundering,Finance,Online Training,1,90,39,2,3,6,8,4.75,4,no,59.5
250,UD Utami Rahimah,drg. Niyaga Sihotang,"Gang Gegerkalong Hilir No. 5
Bogor, Lampung 79643",eka26@example.org,Industri Pengelahan,+62-010-459-7320,Kecil,400000,Group,"PSC 9368, Box 1335
APO AP 79154",2024-01-10,Creative Problem Solving & Decision Making,Leadership & Managerial,Inhouse Training,6,37,73,5,6,6,4,5.25,9,no,74.64285714285714
251,CV Hastuti Namaga,Maida Sudiati,"Jl. Raya Setiabudhi No. 45
Denpasar, JK 25150",cemeti47@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (989) 105-3976,Menengah,300000,Group,"78774 Harris Orchard Apt. 073
New Cheryl, MA 64614",2024-01-11,Practical Business Presentation Skills,Leadership & Managerial,Online Training,3,100,100,8,8,5,6,6.75,2,no,83.92857142857143
252,PD Yolanda Suryono (Persero) Tbk,"Jarwi Budiman, M.TI.","Gang Sadang Serang No. 1
Subulussalam, Bali 70292",rajatapurwanto@example.org,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",0839733636,Besar,400000,Retail,"235 Heidi Alley Apt. 812
South Rachelland, GU 04887",2024-01-15,Modern Leadership Skills: How Leaders Managing Team by Data in the Era of Analytics,Leadership & Managerial,Public Training,6,53,93,7,4,2,3,4.0,3,no,62.285714285714285
253,PD Mulyani,Juli Simanjuntak,"Gg. Jend. A. Yani No. 139
Tanjungbalai, Bali 97974",banawa21@example.net,"Pertanian, Kehutanan, dan Perikanan",+62 (78) 532 2645,Besar,500000,Retail,"3835 William River Apt. 826
Keyland, PW 67481",2023-12-28,Collection Target Fixing & Motivation Charge Up,Sales & Marketing,Public Training,9,26,83,10,5,4,1,5.0,8,no,75.57142857142857
254,PT Puspita,Anastasia Situmorang,"Gg. Jayawijaya No. 795
Solok, JA 00352",lazuardibalapati@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",089 726 9562,Besar,700000,Retail,"92824 Richard Knolls
New Priscilla, DC 31190",2023-11-29,Modern Project Management: Combining Scrum & Sprint,Leadership & Managerial,Online Training,9,45,34,7,5,10,8,7.5,5,yes,86.28571428571429
255,CV Anggriawan Purnawati Tbk,Marsudi Waskita,"Gang Wonoayu No. 212
Palu, Papua 17600",fprabowo@example.net,Pengangkutan dan Pergudangan,(065) 478-4327,Kecil,300000,Group,"Unit 1184 Box 5801
DPO AP 03768",2023-12-21,Corporate Event Management,Leadership & Managerial,Inhouse Training,6,34,53,1,2,4,2,2.25,7,no,47.07142857142857
256,Perum Prabowo Tbk,"R. Cahyono Mulyani, S.IP","Gg. Rajawali Barat No. 2
Banjarbaru, JI 83067",riyantirina@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (021) 014-4376,Kecil,500000,Group,"45564 Gray Course Apt. 930
South Daniel, MD 33051",2024-01-18,Restrukturisasi Kredit for SME Lending (Mortgage based),HR & Training,Public Training,4,68,77,9,10,10,1,7.5,4,no,85.71428571428571
257,PT Hutagalung Mustofa Tbk,Dr. Candrakanta Situmorang,"Jl. Rajawali Barat No. 0
Pekalongan, Sulawesi Selatan 82144",gangsar81@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62-075-809-7805,Menengah,700000,Retail,"7563 James Mall
Gouldshire, LA 68875",2023-12-25,Marketing Support & Sales Admin ,Credit & Collection,Online Training,3,40,95,6,9,6,10,7.75,2,no,81.78571428571429
258,PD Waluyo,"Vivi Hutagalung, S.Ked","Jalan K.H. Wahid Hasyim No. 383
Kota Administrasi Jakarta Timur, SR 98753",sidiq47@example.net,Pengangkutan dan Pergudangan,+62-038-794-2885,Menengah,600000,Group,"60018 Peterson Mills
Edwinborough, VA 54612",2024-01-12,Enterprise  Solution Selling,Credit & Collection,Online Training,4,64,71,5,3,3,3,3.5,4,no,55.71428571428572
259,PD Mustofa Damanik Tbk,"dr. Kenzie Pradana, S.I.Kom","Jalan Pacuan Kuda No. 094
Sibolga, Kalimantan Utara 55441",npratama@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (057) 121-3808,Kecil,700000,Retail,"08894 Erickson Hollow
New Kimberlyside, NC 29653",2023-12-29,Optimalisasi Aset Tetap Perbankan menuju Revenue & Profit Center,Credit & Collection,Online Training,8,59,51,5,2,10,3,5.0,7,no,72.85714285714286
260,UD Damanik Sitorus (Persero) Tbk,Dimas Hardiansyah,"Gg. Wonoayu No. 32
Malang, Maluku 62285",hardiansyahrini@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",0872865976,Menengah,700000,Group,"125 Barnes Tunnel
East Christopherton, DC 75896",2024-01-06,"Extraordinary Digital Presentation, Public Speaking & Training Delivery Skills",Sales & Marketing,Inhouse Training,2,79,35,7,1,2,7,4.25,5,no,56.642857142857146
261,UD Hartati,"Wardi Handayani, S.E.I","Gang Suryakencana No. 205
Palopo, AC 37320",hhassanah@example.net,Real Estat,+62-097-545-1525,Menengah,900000,Group,"28403 Santos Motorway
South Kaylabury, ND 78917",2023-12-19,Emotional Communication Skill & Team Spirit For Luxury Experience,Finance,Public Training,6,73,54,3,4,10,6,5.75,6,no,76.35714285714286
262,CV Rajata Tbk,"Nova Usada, M.TI.","Gg. Jakarta No. 0
Bekasi, DKI Jakarta 68741",nasabpranowo@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",(043) 141 3831,Kecil,600000,Retail,"9175 James Port
Lisamouth, AR 37833",2023-12-22,Create A Simple Integrating Payroll System For Salary Efficiently And Effectively,Office & Administration,Online Training,9,55,21,9,4,8,10,7.75,8,yes,91.92857142857144
263,UD Samosir Widiastuti,Gadang Kuswandari,"Jl. Lembong No. 22
Langsa, SG 44161",clazuardi@example.org,Real Estat,+62-992-544-9970,Besar,500000,Retail,"88115 Robert Club Apt. 994
Campbellfurt, ID 59007",2023-12-12,Build A Great And Strong Corporate Culture,Finance,Online Training,2,63,82,9,4,4,10,6.75,3,no,76.07142857142857
264,PT Sitorus,Michelle Halimah,"Jalan Gedebage Selatan No. 207
Denpasar, Sulawesi Tengah 35418",siraitmarwata@example.net,Pengangkutan dan Pergudangan,080 207 3394,Menengah,700000,Group,"78355 King Crossing Suite 341
North Wesley, OK 01790",2023-12-05,Compherensive Train The Trainers,Office & Administration,Public Training,4,53,73,10,4,9,1,6.0,1,yes,69.42857142857143
265,Perum Nugroho Nuraini Tbk,Ilsa Wastuti,"Jl. Cikapayang No. 9
Sungai Penuh, Nusa Tenggara Barat 78569",gastiadriansyah@example.com,Industri Pengelahan,+62 (024) 798-6893,Besar,800000,Group,"990 Jessica Islands Suite 474
Barkerchester, FM 37997",2024-01-16,Compherensive Train The Trainers,Office & Administration,Online Training,1,94,34,5,9,10,4,7.0,4,yes,76.85714285714286
266,Perum Kuswandari Purnawati (Persero) Tbk,"Daryani Marbun, M.Pd","Jalan Pelajar Pejuang No. 333
Bandung, KS 13729",narpatihartaka@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional,+62 (0730) 621 2417,Besar,900000,Group,"PSC 9113, Box 6683
APO AE 20008",2024-01-13,International Banking Facility,Office & Administration,Inhouse Training,3,76,23,2,7,10,1,5.0,5,no,61.285714285714285
267,CV Yulianti Pradana Tbk,Tgk. Kambali Hidayanto,"Jl. Dr. Djunjunan No. 67
Padangpanjang, Nusa Tenggara Timur 08183",nsuwarno@example.com,PendidikanAktivitas Kesehatan Manusia Dan Aktivitas Sosial,+62 (95) 313-1243,Besar,200000,Retail,"099 Short Landing
South Heather, AL 67228",2024-01-16,Mortgage Credit Analysis Training,Finance,Public Training,5,86,32,4,8,5,10,6.75,7,no,82.21428571428571
268,PD Dabukke Wibisono,"Yani Hasanah, M.Ak","Jl. HOS. Cokroaminoto No. 9
Kupang, Sulawesi Tengah 36782",jwaskita@example.net,Real Estat,+62 (980) 684 4089,Kecil,100000,Retail,"404 Hannah Park Suite 907
Noblefurt, LA 85210",2024-01-13,Keterampilan Komunikasi Dalam Rapat Dan Diskusi,Leadership & Managerial,Inhouse Training,4,23,24,4,8,1,5,4.5,8,no,56.0
269,Perum Melani Budiyanto,"Gandi Siregar, M.TI.","Jl. Sukabumi No. 9
Lubuklinggau, SG 67457",cprayoga@example.org,Penyediaan Akomodasi Dan Penyediaan Makan Minum,+62 (13) 293-4766,Kecil,200000,Retail,"501 Tammy Ferry
Johnmouth, UT 66770",2023-12-14,Bangkitkan Kembali Mental Menang-mu with Krishnamurti,Credit & Collection,Inhouse Training,4,79,79,4,1,10,8,5.75,7,no,79.35714285714286
270,UD Yolanda,"Betania Natsir, M.TI.","Jl. Tebet Barat Dalam No. 64
Yogyakarta, Jawa Timur 00601",gambirariyanti@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (0622) 045-7552,Kecil,300000,Group,"8851 Dunn Summit Suite 741
North Crystal, RI 87239",2024-01-23,Collection Target Fixing & Motivation Charge Up,Sales & Marketing,Online Training,9,90,76,3,8,7,5,5.75,5,no,84.78571428571429
271,PT Nashiruddin Rahmawati (Persero) Tbk,Siska Pratiwi,"Gg. Pacuan Kuda No. 80
Dumai, JT 36588",irawanajimin@example.com,Penyediaan Akomodasi Dan Penyediaan Makan Minum,0862837311,Kecil,500000,Group,"89957 Dylan Loop Suite 104
Lake Nathan, AL 63210",2023-12-10,Professional Tenant & Property Management,Leadership & Managerial,Inhouse Training,4,81,71,4,3,4,3,3.5,1,no,53.85714285714285
272,PD Maheswara Irawan,Hamima Prasetya,"Jalan Cikutra Timur No. 7
Pekalongan, PB 19059",melanidimas@example.net,Industri Pengelahan,+62 (077) 908 5284,Menengah,600000,Retail,"5289 Rachel Glen Apt. 872
Holtton, MO 58703",2024-01-13,Akuisisi Produk Financial Services Melalui Digital Marketing,Sales & Marketing,Inhouse Training,1,97,34,4,10,5,10,7.25,8,no,83.35714285714286
273,Perum Uwais Dongoran (Persero) Tbk,R. Kartika Prakasa,"Gang Gegerkalong Hilir No. 060
Tual, Sumatera Selatan 66373",kenzie68@example.net,Real Estat,+62 (258) 273 4909,Menengah,800000,Retail,"3153 Logan Inlet Suite 212
Masonfort, OR 26553",2023-12-05,Effective Time & Activity Management,Leadership & Managerial,Online Training,2,70,83,7,9,3,2,5.25,7,no,72.21428571428571
274,UD Yulianti (Persero) Tbk,"Cut Farah Prasasta, M.Ak","Gang Veteran No. 92
Lhokseumawe, KT 35385",qsuwarno@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",0875543484,Menengah,300000,Retail,"396 King Corners
North Kimberly, GA 39409",2023-12-17,Hypnotic Business Presentation PowerPoint Short-Cut & Effective Influencing,Leadership & Managerial,Public Training,2,77,83,1,8,8,8,6.25,3,no,74.64285714285714
275,Perum Purnawati,Amelia Nainggolan,"Jalan Gegerkalong Hilir No. 955
Palopo, Sumatera Barat 95072",jtarihoran@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",+62 (447) 985 7029,Kecil,600000,Retail,"9077 Thompson Skyway Suite 629
West Mariafurt, MO 41264",2024-01-05,Graphonomy & Graphology Pencegahan Pemalsuan Tanda Tangan & Penipuan Dokumen di Era New Normal,HR & Training,Public Training,8,65,74,2,8,4,2,4.0,5,no,67.0
276,Perum Wibowo,"R. Iriana Kurniawan, S.E.I","Gang Yos Sudarso No. 18
Jayapura, Banten 33656",maheswaragarang@example.net,"Kesenian, Hiburan Dan Rekreasi",+62-34-838-9882,Menengah,500000,Retail,"9812 Pitts Crossroad
Teresabury, PA 69914",2023-12-13,Agile Leadership: What Leaders Have To Do in Enabling Agile Transformation,Leadership & Managerial,Inhouse Training,6,21,59,4,7,3,2,4.0,6,no,57.142857142857146
277,CV Haryanti,R.A. Puti Prastuti,"Gg. Pacuan Kuda No. 838
Surabaya, Nusa Tenggara Barat 21745",jailaniteddy@example.net,Real Estat,+62-297-562-7767,Besar,500000,Group,"Unit 7203 Box 7960
DPO AE 56554",2023-12-11,Effective Supervision & Coaching For Higher Productivity,Leadership & Managerial,Online Training,9,79,36,1,1,5,1,2.0,3,no,47.85714285714285
278,PD Halimah Mahendra (Persero) Tbk,Yono Novitasari,"Jalan Rungkut Industri No. 60
Mataram, KI 93327",sihombingmursinin@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",+62 (0332) 197 8255,Besar,1000000,Retail,"380 Terry Well
Richardberg, MT 12463",2023-12-05,Collection Negotiation Intermediate Skills,HR & Training,Public Training,7,34,52,8,7,8,9,8.0,8,yes,92.28571428571428
279,Perum Habibi,Agus Nashiruddin,"Gg. Rumah Sakit No. 782
Surabaya, JB 51649",najibrahimah@example.com,Aktivitas Jasa Lainnya,+62-37-248-7681,Besar,400000,Group,"182 Lambert Cove Apt. 324
New Jasmine, OR 85428",2023-11-29,Advanced Credit Analysis for Corporate & Commercial,Finance,Public Training,3,94,98,10,4,2,2,4.5,3,no,68.14285714285714
280,CV Pangestu,Winda Safitri,"Gg. Antapani Lama No. 76
Kota Administrasi Jakarta Barat, BA 47736",dhartati@example.net,Real Estat,+62 (0011) 974-0316,Menengah,200000,Group,"253 Eric Dale Apt. 685
North Kevin, MT 34547",2023-12-05,"Fraud Prevention & Handling bagi Pembiayaan Mikro: Identifikasi, Investigasi, Penanganan, Aspek Hukum, Trend dan Metode Terbaru",Sales & Marketing,Online Training,3,26,21,8,4,9,9,7.5,5,yes,73.14285714285714
