auction_type,nama_barang_lelang,spesifikasi_barang,keterangan,nilai limit,harga_lelang_invoice,TTD,nomor_invoice,harga_sewa_kpr,tagihan_kartu_kredit,belanja_makanan,transportasi,cicilan,gaji_bulanan,bonus,pengurangan_gaji,pendapatan_tambahan,tanggungan_1,tanggungan_2,tanggungan_3,tanggungan_4,tanggungan_5,laporan_rekan_kerja,fraud
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,82643163.74273059,True,,467380,9427452,1075629,993939,7091512,21092822,4860734,1165815.0921188102,4326730,3141629,4862428,0,3985018,2675038,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 98 m2 Batam,Bekas,913629404.0,2607897513.4527497,True,1173.0,503404,0,1446425,1015325,8629512,30579476,2731055,2956991.418266121,0,0,2559044,1423407,0,3817362,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1401087391.6609385,2181687341.41351,True,,1205165,8907104,1212193,853584,0,23805556,1641077,1860402.6226754128,5570035,0,0,4416357,3719580,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 95 m2 Bandung,Bekas,1145091160.0,1113404865.8203871,True,5692.0,1990377,0,850554,1259800,0,32306461,1388114,3110296.9394998928,0,0,0,4749032,70580,0,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13653406.525361197,21871552.364917777,True,1081.0,462774,2200401,890775,970228,0,26617593,0,2486563.4519591248,0,1244200,0,2712075,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 209 m2 Bandung,Baru,1558706349.0,1252679996.0584228,True,9840.0,1993558,3879049,1278834,675136,0,24860959,4014584,1628504.889437552,0,0,0,151823,0,1669098,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Toyota Avanza,Baru,224601340.46368107,207992016.28500265,True,6372.0,1302708,4042603,884023,524643,0,11730273,0,979210.8343452367,0,0,0,2382278,0,4769000,1,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,33985382.38737605,28849465.563977312,True,3683.0,1704394,0,1281666,1435827,0,5175527,0,381119.1300627063,11414164,1331442,0,4877717,2351641,338258,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,22231341.831853986,57995596.14280901,True,1302.0,218139,3529128,1194130,598389,2739644,19320041,0,997224.155913613,0,4008425,0,1862076,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,27657774.37396257,38466833.002326645,True,2254.0,799615,1562473,990806,481833,0,10259935,0,1015827.9144027354,12623962,2513966,1935773,0,0,1691045,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3446 m2 perkotaan Yogyakarta,,21888833484.0,37102920760.481606,False,9636.0,1448286,7134167,1177285,529135,4239587,22392224,0,1773381.298481058,0,838101,3184793,565520,0,4036713,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,1651 m2 pedesaan Depok Barat,,7748902460.0,5783357659.212788,True,2952.0,1633746,9974837,885633,1091471,0,32863711,0,2903013.5417984673,5642430,148104,0,0,0,4607942,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,17373045.244961053,25052597.26904705,True,3092.0,1640527,0,1378090,832404,0,6747816,4491627,594523.314114501,9917650,0,989015,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,33046552.25715828,58151039.63564338,True,7867.0,533808,0,828012,642984,5904189,11991396,0,659855.5771598715,0,0,0,0,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,6624095032.062975,19270418381.24857,True,1756.0,1075297,7189259,1095052,975516,0,26781827,0,2545497.6851773504,7161798,4467497,0,0,0,521947,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 136 m2 Sidoarjo,Bekas,584155857.0,666039641.0563569,True,3833.0,1436480,0,1332169,769346,3547405,7528398,0,546467.8558775072,10944160,4297519,0,1746617,0,3166620,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1109 m2 perkotaan Surabaya,,19307493707.0,48106188050.657455,True,5317.0,949048,0,916416,700090,0,13433272,0,677884.3863549426,0,2966970,1675586,3280879,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 66 m2 Makassar,Bekas,1509084997.0,2385061680.3002205,True,7167.0,1273737,2437759,1362878,851539,0,33627469,4569298,2127666.4180509113,10044528,4792428,0,1005232,0,1547471,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,1509084997.0,919312967.3285135,True,2908.0,1883364,7247885,1057290,1449558,9340742,23641129,1179178,1929636.0395074063,0,0,0,0,0,0,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4087 m2 pinggiran kota Medan Utara,,33146199398.0,33769946362.04876,True,4313.0,1910718,8219295,928721,1212803,4953013,21749690,0,1398735.996770043,0,3275680,359576,3192800,0,1470343,3,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,23275796.917912673,67056235.33221884,True,1466.0,1081081,772506,1316750,412222,0,25331433,0,1456219.2013349726,0,0,2560421,2306121,1313093,3589597,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,851810.0454026212,2137295.889601711,False,7095.0,1743291,7953637,1441161,1113856,3352157,26309489,1393675,2007585.700588354,19106239,0,782459,293284,3692618,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,7203359.20947654,10088951.42502813,True,3688.0,1304726,3407267,932508,850328,0,31738661,2252060,3056420.8291731756,6677996,408630,3990767,0,0,1897313,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,17671001.518938597,48085153.9584467,True,,1639475,0,860394,662953,9562288,15273314,4191521,1260702.656364554,19981466,3704513,0,0,255806,1302842,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,15190995.98291052,10679373.69346268,True,2648.0,1895120,0,1471904,737453,4529138,22704222,1896427,1177572.5084407777,0,0,2230449,0,0,0,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 203 m2 Sidoarjo,Bekas,408038306.0,245608853.41237494,True,,1168819,4592981,1154788,1193129,3322492,19950530,0,1528865.7428522047,0,0,0,0,0,0,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Baru,23158595.793746382,43497056.63491571,True,6561.0,1638776,0,770509,1134470,0,9482508,0,902582.2772413879,659044,2122895,0,0,4325411,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,37666267.248565376,107570855.54928446,True,2107.0,643742,0,1236917,373327,8238422,5602582,3872025,387615.54608559154,0,1310717,294547,0,0,0,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Mitsubishi Xpander,Bekas,165627896.4830562,430869384.84451914,True,4429.0,1778530,0,1361437,753116,0,17692348,2689598,1060581.8776960445,0,463397,1622476,1044188,0,1502621,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19659338.32250776,26885344.976054966,True,6161.0,539724,0,1112776,804826,0,12846886,0,1057873.6623611702,9261711,4670207,3334009,3391525,289812,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2436 m2 perkotaan Makassar,,21069141828.0,54660111095.611664,True,5604.0,1486862,5700458,1257380,1304613,3316568,9239739,0,803377.7784712155,0,1185131,0,4600587,1486820,3651004,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14350675.03501099,38519664.80433743,True,9668.0,1717664,0,1460817,1279180,0,9455587,2140032,643809.6997619825,1178219,0,0,2876042,0,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,22962999.275417376,23279980.698140018,True,,1442028,9023949,1157150,1131242,7249964,23227677,0,1827292.7273841086,7466125,1996066,3793621,318267,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 167 m2 Surabaya Timur,Baru,1221089604.0,953219399.8593239,True,7917.0,1782542,0,1471001,706147,0,10827285,0,718096.6063378346,0,0,0,2238936,491518,4580896,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 62 m2 Mojokerto,Baru,550695995.0,1412399317.7985902,False,8658.0,1259178,2271572,1126475,1479656,0,21370292,0,2023780.1430756026,12917505,0,0,4440814,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 250 gram,,550695995.0,732786999.2239356,True,5749.0,1068235,7384140,796969,956093,0,34888969,4552210,2557401.836387087,9240783,2179964,3601176,4656,668253,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,550695995.0,1603516864.9109848,True,8234.0,1117941,0,1328723,800631,4463760,25812551,4320852,2502328.5681424,3815332,1224590,3449971,4574092,370979,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,12231580.265936015,30617901.72846732,True,1098.0,259121,0,1245686,360778,4086425,24503986,1338784,1284863.2786381086,0,3841138,0,0,1449205,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4766 m2 perkotaan Medan,,53417451916.0,127365069485.17929,True,3874.0,1495514,6342561,919885,732875,9717900,26836224,0,1387775.678681939,3752521,2285143,0,0,566935,2029108,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,781295.3450153378,1162656.9026271512,True,,1587277,2051650,1386774,1321190,0,6815781,0,400857.60979683156,0,3449789,0,563852,3650608,2201385,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,20141116.86555281,45604140.416541405,True,4912.0,960073,0,783590,1348828,3926085,17814171,3151852,1602572.0855988576,0,2052637,3343644,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3195 m2 perkotaan DKI Jakarta,,92179778895.0,227357425189.622,True,6447.0,758854,744247,1187878,929767,0,15193427,4721215,1049447.3557014382,0,3224498,0,0,1935852,2195180,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10039331.539003938,22315335.48425864,True,4265.0,397543,1869421,1116177,1413168,6329622,32106051,2625346,3074047.4982375824,17611142,0,97194,1945823,0,4741005,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,13932925.434627693,21807516.54110141,True,1478.0,879055,3105228,1185800,1341574,0,33261587,4482791,2669857.35452339,0,893468,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,11543370.180531062,18010352.691933945,True,4780.0,547886,0,914116,397320,0,18074559,0,1211541.743954905,9355432,0,0,0,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 289 m2 Surabaya Barat,Bekas,1687242229.0,2132556531.7506752,True,1304.0,1612808,0,1198036,560984,8290933,16849576,0,1589107.3784391235,6196752,187400,0,0,1848481,4180677,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 216 m2 Batam,Bekas,1995928924.0,4803201596.058039,False,4737.0,227054,5133166,1319929,1076972,4487668,22641649,0,1794159.295393583,0,1704714,0,0,0,1810635,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,1186 m2 pinggiran kota Surabaya Selatan,,10323032950.0,19403437890.527103,True,5167.0,1969322,7261654,931054,1222605,7655493,31839858,1393767,2819295.821303983,14659390,0,0,0,1435741,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Gelang mutiara multi dengan desain chevron,,8247888.952237681,22738626.091175802,True,1079.0,773768,0,1407350,1497592,0,13139700,0,1159932.2681080638,13731311,0,0,4548026,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 131 m2 Bantul,Bekas,493457039.0,1209420860.6582663,True,3695.0,1619320,6720489,1440260,810858,6196224,11060421,0,1048846.745662931,0,0,2949093,0,4258143,0,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Apartemen 80 m2 Gresik,Bekas,1395638123.0,1405157523.4337199,True,1584.0,754450,0,1156425,1395286,5255185,27709240,0,2085898.357077172,0,0,830120,0,0,4872228,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,2837 m2 pedesaan Mojokerto,,13609270568.0,37085165761.60887,True,4411.0,402288,0,1456762,491166,0,8005732,0,466666.12566281104,19585854,4596253,0,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Mercedes-Benz C-Class,Baru,2003766075.1851668,5738619827.010289,True,5133.0,908981,4202195,786040,983699,7564821,26542737,0,2137541.964036321,0,4198522,765397,801034,1768123,2290099,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Baru,19113334.083923064,28339346.69567358,True,7162.0,1622524,8749720,1250675,971460,0,29147145,0,2347030.7489668992,16738009,0,0,1799924,0,950269,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Honda HR-V,Bekas,208551313.5146532,367150576.9457447,True,4282.0,945583,0,1363289,1050377,4224616,6341316,0,398744.73291732854,0,4643266,0,0,0,0,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting emas kuning 22K,,5643575.832658597,11529806.66252887,True,6788.0,1759044,7200222,1048394,707524,0,7468079,1558598,744898.2264315417,2298222,0,0,1519355,977543,0,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,4547 m2 pedesaan Tangerang Selatan,,24824582944.0,25811726979.2456,True,5678.0,1053438,0,1174033,643813,4180649,27312695,4328861,2098659.154398673,0,5890,4556437,0,864493,3008413,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas kuning 18 karat dengan berlian 0,5 karat",,14728448.625975639,17023316.56997464,True,3395.0,1086760,0,903458,890900,0,12290579,4509217,862761.0210737413,11223630,0,1689953,4272125,2662883,1159324,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23959563.914118104,18611066.484695703,True,6619.0,1441254,0,1288899,684366,2489495,27817931,0,2628186.140270154,0,0,1973042,1449877,0,0,3,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Bekas,223502129.58253703,478011655.70878404,True,3757.0,821867,4373705,1409134,781583,0,29787984,3688905,1547639.0772256458,0,0,3460774,3012289,0,0,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 297 m2 Medan,Bekas,1105276217.0,994530853.578727,True,5753.0,1673529,0,1138874,1114079,3758898,23013279,0,2294408.1179635176,17601494,3654105,2892958,0,0,0,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,1105276217.0,2025096441.478784,True,2767.0,1899381,0,797369,408198,0,11489746,2672418,850200.4806177352,0,2802750,3176480,0,4125363,0,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1008291.322189422,2712720.8968175272,False,6734.0,638555,9383872,1194615,480768,8261688,5046883,0,384682.5296644914,0,0,0,0,0,3519734,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,1827 m2 pinggiran kota Surabaya Barat,,17218735065.0,25675108255.130714,False,7898.0,1354588,0,1379406,432348,0,31196291,2940791,2024209.3048342292,0,0,0,1595187,4076453,1127406,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,10646862.139096009,17521556.699930377,False,8679.0,1045074,0,954372,651448,7605782,24989912,0,2391167.879854534,0,676714,3742448,0,0,1368602,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,22086534.00985628,61937986.435319334,True,4391.0,874583,1345190,1311997,957273,0,17048582,3281178,1466658.2081548788,16729565,4390604,978196,2796764,520233,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,22687364.655044146,17541825.35645135,False,8845.0,1381662,0,1406181,974250,8659159,13688795,0,898141.6176377995,660787,2217653,0,0,0,824464,1,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,2055 m2 pinggiran kota Surabaya Selatan,,22669750995.0,45496707767.9435,True,,1991942,0,1100386,1295306,0,18994332,2936418,1543170.2091650232,3002074,0,0,2774358,0,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,11790379.684139118,25423991.73536011,True,3233.0,1711041,1481748,1403740,1133740,4660080,27448628,4136384,2024410.2682803988,1226885,2390398,0,1731231,4553986,0,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,8810042.130303018,19029681.958541222,True,9727.0,1084150,0,1296379,675443,0,31011038,3780429,2380113.2082512383,0,0,4334247,0,0,4502290,1,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 177 m2 Depok,Bekas,1006194041.0,2389591857.8047924,False,2193.0,586096,0,1387273,734793,9585888,14676913,0,1083657.9414814857,16267844,0,3019092,0,0,0,4,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Bekas,5600892.301980531,9414586.98697124,True,5180.0,1364259,7075561,892566,1189520,5679291,11755162,2400766,625988.3143423059,10405816,866236,0,1659485,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,40280068.472179234,49385915.957758084,True,8463.0,701434,7337459,822614,1427266,5729054,23742882,0,1731382.673594788,13711770,4036653,1842112,0,0,1390809,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,9133340.838444518,8174922.018307463,True,1229.0,1234871,0,837316,686791,0,34634186,0,1895288.423141505,12980785,246545,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,33091778.20570613,87626037.26646669,True,4750.0,1999714,9463813,802857,1218068,4387166,20209379,0,1775935.8239908183,0,2330814,0,0,3820424,0,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,17852906.05286934,17193971.842724357,True,7375.0,1013367,9004691,971414,1366635,5359062,31201310,4845254,2381271.0137376757,3426134,2271594,0,4716577,0,0,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 248 m2 DKI Jakarta,Bekas,4526911729.0,4125135022.303439,True,7879.0,1980028,0,1247180,1058571,0,20738213,4957259,2051391.513311893,0,3341112,0,0,4770854,478016,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,3533 m2 pinggiran kota Surabaya Timur,,41522183110.0,119853275283.53488,True,2498.0,1448295,7822950,1024936,865193,9449485,8364341,0,665534.4002086818,0,3990748,0,3801654,3104506,2218517,6,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,Tanah,3441 m2 pinggiran kota Medan Utara,,30798577593.0,88435639619.8564,True,2812.0,391926,0,1401764,1068551,0,25570827,4955529,2438845.2654519225,0,0,2415126,0,3468276,3219790,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,27780539.896657698,78489566.3810783,True,9891.0,1011547,0,938474,671579,0,7305844,0,715923.8172473332,16298489,1409495,0,0,1609857,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,27780539.896657698,76390270.54350434,True,7594.0,1281660,0,902654,1008982,0,33061013,1251465,3300122.825515031,0,0,0,692584,0,503500,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 150 m2 Surabaya Barat,Bekas,949699653.0,894679192.4945476,True,4915.0,1213600,5450988,1041307,904126,8850318,14633968,1459577,847318.8397478004,0,0,2320863,0,0,0,5,Data mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Bekas,20140085.62941715,47041522.63087719,False,,1679411,0,1099732,524239,6006805,13597903,0,698371.8993572507,4490214,1218019,878541,1266314,0,3688073,6,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,20539359.84779832,25774406.809364207,True,9486.0,1731890,595319,933942,1126873,0,26106503,0,1775241.1773531,2429324,4160497,0,1487637,2219357,3684830,3,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4207 m2 pedesaan Tangerang Selatan,,22795587430.0,32734311440.478806,True,8961.0,1594061,0,1473260,979938,0,18252283,0,1307603.472483237,14761122,0,2903420,0,2224823,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,33896083.01581617,30154260.97133763,True,7225.0,585632,4819597,1109637,746235,0,24567979,0,2072247.552371255,0,4915048,4453356,546471,0,4412507,4,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4025 m2 pinggiran kota Surabaya Utara,,40106098200.0,85240240853.71075,True,6843.0,1684749,5213586,1412628,1182768,0,16919473,2679443,863360.9538768762,12404910,0,3212562,3472118,3709558,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 143 m2 Batam,Baru,1426264497.0,4165585757.8693357,True,2573.0,1963701,0,1467545,829597,7469047,33376607,2918338,2538956.495114668,10290478,441715,0,2151403,2694696,354627,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,26457884.044838063,64982652.169514105,True,3404.0,919788,3700354,819851,1397878,0,8596700,0,642424.1510709765,8932147,580234,4371212,4185979,162984,2919689,4,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,23744167.625602875,18764409.613235764,True,8133.0,901230,0,1184751,547277,0,16004717,0,1537708.3737580592,19536829,1670753,3327419,3308990,0,0,2,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,950684.7423326684,2202346.817553881,True,4612.0,342951,7648345,984241,1425425,0,11645348,0,1157692.0255372643,0,0,1995835,3846078,1738518,4824823,5,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Baru,19577439.08932875,26752822.33459992,True,4288.0,1413142,0,1401533,478892,0,30775777,4360537,2701431.569981507,0,0,0,0,0,120478,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Rumah 61 m2 Sleman,Baru,396602978.0,287324499.98882985,True,3707.0,542796,0,1350020,1037302,0,6896984,0,518135.51284192,0,0,4765410,0,4577430,181237,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Baru,8417181547.622243,10546960126.602497,True,,1093336,518449,1457840,782278,0,19994924,3458041,1621795.3835143237,0,0,2376597,2909746,0,166855,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,35297429.88451957,68151250.59940359,True,2175.0,1092388,0,1067759,1204457,6591593,26460510,2575767,1355716.4069761215,5972778,0,0,3317473,0,196513,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,9179849.033866154,24837385.764367837,True,5411.0,945944,0,1096581,642784,0,16817304,0,1154615.4566424116,4175741,0,0,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor trail,Honda CRF 150L,Baru,35384000.0,31939467.918198902,True,4014.0,1003794,7066621,1109412,1466930,0,16977879,3420273,1265698.9647642826,6798897,564039,2663493,4331813,0,0,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,993810.7947797013,2794793.618649633,False,7555.0,1439438,0,777048,1220646,3006808,20418315,0,1930342.670947474,0,0,993763,0,0,4075110,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,29159601.39269416,22088616.087172575,True,5557.0,1742272,6910781,1097720,1152868,4352399,24860221,0,1637134.4072361814,0,0,0,1515989,3322084,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,10480925.92951275,27349638.948587384,True,1124.0,387550,6838310,1037226,650343,0,21602236,0,1529985.6311391096,7538339,0,898272,4278603,0,2164627,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
