,lat,lon,depth,mag,remark,klasifikasi
79584,-6.7,130.46,134,5.1,4,gempa sedang
79585,-6.7,130.46,134,5.1,4,gempa sedang
79586,-7.26,107.55,10,3.0,15,gempa minor
79587,-1.34,120.38,10,2.6,40,gempa micro
79588,-7.78,106.61,21,3.4,15,gempa minor
79589,-2.69,129.93,10,3.8,31,gempa minor
79590,-2.71,129.94,10,4.3,31,gempa ringan
79591,-1.28,120.43,10,2.3,40,gempa micro
79592,-5.11,129.87,210,4.9,4,semoga bisa
79593,-9.46,119.5,54,3.1,42,gempa minor
79594,-10.1,116.61,10,4.3,36,gempa ringan
79595,-1.44,99.53,10,3.3,38,gempa minor
79596,3.42,127.0,11,3.9,45,semoga bisa
79597,0.02,123.65,123,4.7,18,gempa ringan
79598,-3.08,101.1,23,3.5,38,gempa minor
79599,0.8,121.89,39,2.8,18,gempa micro
79600,1.52,124.58,250,3.9,18,semoga bisa
79601,-2.76,129.85,10,2.9,31,gempa micro
79602,-3.79,101.84,48,3.3,38,gempa minor
79603,-2.74,141.33,10,4.8,20,gempa ringan
79604,-1.54,100.44,53,2.8,38,gempa micro
79605,0.39,122.32,110,2.3,18,gempa micro
79606,-1.36,120.44,10,3.6,40,gempa minor
79607,4.82,126.07,154,4.2,45,gempa ringan
79608,-2.95,129.75,14,2.5,31,gempa micro
79609,-8.78,123.9,64,3.7,10,gempa minor
79610,-8.99,110.31,10,3.9,15,semoga bisa
79611,-3.42,129.53,10,3.9,31,semoga bisa
79612,-3.3,130.54,40,3.3,31,gempa minor
79613,4.52,96.54,10,3.7,27,gempa minor
79614,-1.34,120.44,10,3.1,40,gempa minor
79615,-2.16,102.26,199,3.3,38,gempa minor
79616,5.23,96.23,10,2.7,27,gempa micro
79617,-1.33,120.54,10,3.1,40,gempa minor
79618,-7.25,107.61,10,2.5,15,gempa micro
79619,-0.42,119.79,10,2.8,18,gempa micro
79620,-1.93,140.55,30,5.5,14,gempa sedang
79621,-1.93,140.55,30,5.5,14,gempa sedang
79622,-0.48,124.11,10,4.3,37,gempa ringan
79623,-8.83,119.1,92,3.6,10,gempa minor
79624,-2.75,136.44,27,3.9,14,semoga bisa
79625,-7.77,119.02,27,4.2,11,gempa ringan
79626,-7.77,119.02,27,4.2,11,gempa ringan
79627,0.26,122.13,158,3.5,18,gempa minor
79628,-1.42,100.34,25,3.4,38,gempa minor
79629,1.2,126.82,28,3.9,26,semoga bisa
79630,-8.87,118.79,10,3.2,43,gempa minor
79631,-8.77,118.35,10,4.7,43,gempa ringan
79632,-8.77,118.35,10,4.7,43,gempa ringan
79633,-8.72,117.62,14,2.6,43,gempa micro
79634,-8.79,118.39,10,4.9,43,semoga bisa
79635,-8.79,118.39,10,4.9,43,semoga bisa
79636,-8.17,119.77,172,3.5,10,gempa minor
79637,-8.74,118.34,10,3.9,43,semoga bisa
79638,-8.84,118.36,10,3.5,43,gempa minor
79639,-8.78,118.36,10,4.2,43,gempa ringan
79640,-8.78,118.36,10,4.2,43,gempa ringan
79641,-0.18,123.58,27,3.6,18,gempa minor
79642,-2.64,129.36,10,3.6,31,gempa minor
79643,-2.61,129.33,10,3.3,31,gempa minor
79644,-6.72,107.34,10,3.4,15,gempa minor
79645,-6.72,107.34,10,3.4,15,gempa minor
79646,-3.57,101.84,29,3.9,38,semoga bisa
79647,-1.38,120.52,11,1.7,40,gempa micro
79648,1.23,99.48,10,2.3,27,gempa micro
79649,5.29,126.18,97,4.6,19,gempa ringan
79650,-7.98,123.06,274,5.4,4,gempa sedang
79651,-7.98,123.06,274,5.4,4,gempa sedang
79652,-9.67,121.92,12,3.1,30,gempa minor
79653,-7.18,107.71,15,2.6,15,gempa micro
79654,-7.25,107.61,11,2.4,15,gempa micro
79655,-7.25,107.61,10,2.7,15,gempa micro
79656,-9.55,117.21,46,3.8,43,gempa minor
79657,-0.11,119.7,10,3.3,18,gempa minor
79658,-1.3,120.51,10,4.2,40,gempa ringan
79659,-1.36,120.49,10,2.8,40,gempa micro
79660,-1.43,119.43,10,3.7,40,gempa minor
79661,0.8,126.28,10,4.0,26,gempa ringan
79662,-0.08,123.62,110,3.4,18,gempa minor
79663,-7.6,119.29,283,4.9,11,semoga bisa
79664,-7.6,119.29,283,4.9,11,semoga bisa
79665,-2.99,128.68,12,3.1,8,gempa minor
79666,-1.31,120.45,10,2.3,40,gempa micro
79667,-7.74,117.78,28,3.1,3,gempa minor
79668,5.06,125.4,10,4.6,19,gempa ringan
79669,5.07,96.15,10,3.0,27,gempa minor
79670,-5.7,104.8,125,3.1,38,gempa minor
79671,-1.26,120.43,10,2.7,40,gempa micro
79672,-4.31,134.15,17,4.3,14,gempa ringan
79673,1.51,126.35,10,3.3,26,gempa minor
79674,-6.07,130.18,188,5.0,4,gempa sedang
79675,-7.83,123.39,250,5.1,4,gempa sedang
79676,-7.83,123.39,250,5.1,4,gempa sedang
79677,-6.87,101.84,28,3.5,39,gempa minor
79678,-2.25,102.3,186,2.8,38,gempa micro
79679,-8.94,119.12,84,3.4,10,gempa minor
79680,-6.37,106.79,260,3.1,15,gempa minor
79681,-7.97,117.59,13,3.1,3,gempa minor
79682,-0.65,127.86,10,3.9,12,semoga bisa
79683,-2.76,122.19,10,3.5,40,gempa minor
79684,-1.38,120.49,10,2.6,40,gempa micro
79685,-7.74,128.88,63,4.3,4,gempa ringan
79686,-7.92,115.43,17,3.2,3,gempa minor
79687,-9.31,114.01,24,3.4,34,gempa minor
79688,-9.44,117.55,21,3.5,43,gempa minor
79689,-8.46,121.15,177,3.7,10,gempa minor
79690,-9.08,110.42,10,3.5,35,gempa minor
79691,-8.83,111.43,30,3.5,15,gempa minor
79692,-1.34,120.47,10,2.7,40,gempa micro
79693,-8.22,119.79,166,3.2,10,gempa minor
79694,-6.1,102.95,10,3.7,39,gempa minor
79695,-7.07,129.87,171,4.3,4,gempa ringan
79696,3.53,97.46,63,2.1,27,gempa micro
79697,-9.4,114.01,10,3.4,34,gempa minor
79698,-0.4,122.03,10,3.4,18,gempa minor
79699,-7.44,106.08,27,3.3,15,gempa minor
79700,-2.04,100.68,29,3.2,38,gempa minor
79701,-0.14,122.86,124,2.9,18,gempa micro
79702,-9.45,113.53,12,4.5,35,gempa ringan
79703,0.72,129.29,10,3.8,12,gempa minor
79704,0.7,121.79,63,2.3,18,gempa micro
79705,-1.29,120.48,10,3.3,40,gempa minor
79706,-6.85,105.08,10,3.7,44,gempa minor
79707,-2.81,128.12,10,3.3,8,gempa minor
79708,0.63,126.16,11,3.5,26,gempa minor
79709,-2.92,129.85,10,2.6,31,gempa micro
79710,-2.84,129.9,10,2.6,31,gempa micro
79711,-8.06,107.05,10,2.8,15,gempa micro
79712,-1.85,140.57,10,4.0,14,gempa ringan
79713,-3.35,128.8,10,2.6,31,gempa micro
79714,-2.94,140.0,52,4.1,21,gempa ringan
79715,-1.21,123.7,10,3.7,40,gempa minor
79716,3.87,126.9,51,5.0,45,gempa sedang
79717,-2.91,128.39,16,2.5,8,gempa micro
79718,-6.42,130.31,176,3.8,4,gempa minor
79719,-0.12,122.91,122,3.2,18,gempa minor
79720,-2.98,128.37,23,3.2,8,gempa minor
79721,-8.32,118.02,10,2.7,43,gempa micro
79722,-3.38,128.81,10,3.4,31,gempa minor
79723,-1.27,135.89,85,3.1,14,gempa minor
79724,0.04,123.27,71,2.9,18,gempa micro
79725,-0.11,124.48,29,4.5,37,gempa ringan
79726,-8.42,119.66,165,3.1,10,gempa minor
79727,-0.41,119.78,10,2.0,18,gempa micro
79728,-0.05,123.98,58,3.4,18,gempa minor
79729,2.26,126.79,10,4.1,26,gempa ringan
79730,0.37,122.46,67,3.2,18,gempa minor
79731,-3.61,140.29,17,3.4,13,gempa minor
79732,-6.5,114.29,11,3.1,3,gempa minor
79733,1.49,129.01,10,3.6,12,gempa minor
79734,1.38,122.14,10,3.7,18,gempa minor
79735,-9.18,106.49,10,3.5,35,gempa minor
79736,-0.06,122.96,157,5.3,18,gempa sedang
79737,-0.06,122.96,157,5.3,18,gempa sedang
79738,-4.98,103.02,25,2.6,38,gempa micro
79739,0.17,98.35,75,3.5,27,gempa minor
79740,5.08,126.88,105,4.4,19,gempa ringan
79741,-9.29,119.09,32,3.2,42,gempa minor
79742,-8.94,115.69,99,3.7,2,gempa minor
79743,-1.07,120.51,10,2.9,40,gempa micro
79744,-8.37,122.01,24,2.6,10,gempa micro
79745,-2.44,121.37,11,1.7,40,gempa micro
79746,-0.49,123.06,64,3.7,18,gempa minor
79747,-1.41,120.51,10,2.4,40,gempa micro
79748,-6.21,128.03,362,4.4,4,gempa ringan
79749,-2.91,139.24,17,3.5,21,gempa minor
79750,5.26,94.33,13,3.5,27,gempa minor
79751,-2.66,118.87,23,2.4,40,gempa micro
79752,-0.59,127.84,10,3.1,12,gempa minor
79753,-4.97,101.91,13,4.0,38,gempa ringan
79754,-2.94,122.56,10,2.9,40,gempa micro
79755,-3.34,128.01,10,3.0,31,gempa minor
79756,-2.44,120.96,17,2.3,40,gempa micro
79757,-6.72,105.04,10,2.9,44,gempa micro
79758,-2.35,120.95,10,3.1,40,gempa minor
79759,-6.87,128.63,24,4.0,4,gempa ringan
79760,-8.16,121.22,12,2.8,10,gempa micro
79761,-7.05,128.74,28,5.7,4,gempa sedang
79762,-7.05,128.74,28,5.7,4,gempa sedang
79763,-10.43,120.19,20,2.7,42,gempa micro
79764,-1.8,100.42,28,3.1,38,gempa minor
79765,-8.41,110.48,18,2.9,15,gempa micro
79766,0.17,98.45,45,3.5,27,gempa minor
79767,-10.14,118.93,12,3.1,36,gempa minor
79768,-5.38,130.57,118,4.0,4,gempa ringan
79769,-0.06,123.16,147,3.1,18,gempa minor
79770,-2.4,120.7,10,1.5,40,gempa micro
79771,-1.76,120.31,10,2.4,40,gempa micro
79772,4.67,94.94,15,4.3,28,gempa ringan
79773,1.27,127.8,10,3.7,12,gempa minor
79774,-3.73,128.96,114,4.2,31,gempa ringan
79775,-4.05,101.63,10,3.3,38,gempa minor
79776,-4.19,101.28,48,5.0,38,gempa sedang
79777,-4.19,101.28,48,5.0,38,gempa sedang
79778,-10.39,120.41,16,4.0,42,gempa ringan
79779,-10.4,120.37,16,4.8,42,gempa ringan
79780,-3.11,141.14,10,4.2,24,gempa ringan
79781,-9.46,107.36,10,3.7,35,gempa minor
79782,-4.27,137.08,10,3.8,13,gempa minor
79783,-10.36,120.43,16,3.9,42,semoga bisa
79784,-10.41,120.41,16,4.1,42,gempa ringan
79785,1.61,128.8,10,4.4,12,gempa ringan
79786,-7.15,129.17,173,4.0,4,gempa ringan
79787,-2.25,118.53,14,3.3,40,gempa minor
79788,-0.22,122.93,69,2.9,18,gempa micro
79789,-0.97,120.25,10,2.9,18,gempa micro
79790,2.5,128.41,225,4.3,12,gempa ringan
79791,2.58,127.6,19,3.4,26,gempa minor
79792,-8.55,121.92,10,3.3,10,gempa minor
79793,-4.71,102.56,25,3.6,38,gempa minor
79794,1.17,121.71,10,2.2,18,gempa micro
79795,-6.94,125.3,520,4.2,4,gempa ringan
79796,4.75,95.88,92,3.8,27,gempa minor
79797,-5.12,102.44,10,3.8,38,gempa minor
79798,-3.06,119.02,10,2.7,40,gempa micro
79799,-6.07,104.15,11,3.9,44,semoga bisa
79800,-1.89,140.59,15,3.9,14,semoga bisa
79801,-1.11,100.02,25,3.0,38,gempa minor
79802,0.4,120.56,53,4.6,18,gempa ringan
79803,-2.85,129.25,11,3.5,31,gempa minor
79804,0.37,96.62,10,4.4,28,gempa ringan
79805,-9.67,119.38,10,2.6,42,gempa micro
79806,-0.37,122.97,10,2.9,18,gempa micro
79807,-6.9,128.74,10,4.0,4,gempa ringan
79808,4.27,126.87,15,4.1,45,gempa ringan
79809,-0.36,98.75,24,2.9,38,gempa micro
79810,-8.54,108.39,43,3.4,15,gempa minor
79811,-6.73,129.94,204,4.4,4,gempa ringan
79812,1.07,98.76,45,3.3,27,gempa minor
79813,-0.82,123.61,18,3.2,18,gempa minor
79814,-9.68,113.58,73,5.1,35,gempa sedang
79815,-9.68,113.58,73,5.1,35,gempa sedang
79816,-8.2,116.47,13,3.0,43,gempa minor
79817,-7.53,121.58,10,3.1,11,gempa minor
79818,-9.72,114.2,10,3.3,34,gempa minor
79819,-7.36,121.23,15,2.6,11,gempa micro
79820,-8.02,122.41,10,3.4,10,gempa minor
79821,-7.51,121.64,10,2.6,11,gempa micro
79822,-7.53,122.18,19,3.3,11,gempa minor
79823,-7.53,122.13,23,3.2,11,gempa minor
79824,-7.6,122.27,29,3.2,11,gempa minor
79825,-7.63,122.36,29,3.1,11,gempa minor
79826,-7.54,121.6,10,3.2,11,gempa minor
79827,-7.62,122.3,28,2.9,11,gempa micro
79828,-8.24,107.76,10,3.2,15,gempa minor
79829,-9.67,124.31,10,2.7,47,gempa micro
79830,-7.66,122.36,13,4.8,11,gempa ringan
79831,-7.58,121.65,10,4.6,11,gempa ringan
79832,-9.74,114.21,10,3.6,34,gempa minor
79833,-7.56,122.06,10,3.0,11,gempa minor
79834,-9.85,114.08,10,3.4,34,gempa minor
79835,-9.67,114.15,12,3.0,34,gempa minor
79836,-9.7,114.23,10,3.8,34,gempa minor
79837,-9.84,114.14,10,4.2,34,gempa ringan
79838,-9.71,114.18,10,5.1,34,gempa sedang
79839,-8.0,122.41,10,3.5,11,gempa minor
79840,-7.43,121.94,16,3.3,11,gempa minor
79841,-4.73,129.9,19,3.0,4,gempa minor
79842,-9.05,120.06,10,2.5,42,gempa micro
79843,-7.55,121.84,14,3.0,11,gempa minor
79844,-7.59,122.21,18,2.8,11,gempa micro
79845,-7.55,121.83,28,2.8,11,gempa micro
79846,-7.55,122.14,10,3.0,11,gempa minor
79847,-7.71,122.44,18,2.8,11,gempa micro
79848,-9.58,118.89,10,3.7,43,gempa minor
79849,-7.56,122.09,19,3.1,11,gempa minor
79850,-7.46,121.5,24,2.8,11,gempa micro
79851,-7.58,121.65,10,3.0,11,gempa minor
79852,-1.63,120.23,10,2.5,40,gempa micro
79853,-7.51,121.91,11,3.0,11,gempa minor
79854,-9.09,112.49,61,3.2,35,gempa minor
79855,-7.48,121.63,15,3.1,11,gempa minor
79856,-0.02,100.12,11,2.5,38,gempa micro
79857,-7.5,122.42,14,3.3,11,gempa minor
79858,-8.09,124.42,10,2.4,47,gempa micro
79859,-7.36,121.1,10,3.1,11,gempa minor
79860,-7.36,121.1,10,3.6,11,gempa minor
79861,-7.56,122.08,21,2.6,11,gempa micro
79862,-7.8,122.28,27,3.0,11,gempa minor
79863,-8.12,122.57,102,2.8,10,gempa micro
79864,-7.92,122.33,22,2.7,11,gempa micro
79865,-7.38,121.09,10,2.9,11,gempa micro
79866,-7.77,122.48,14,2.7,11,gempa micro
79867,-6.84,122.27,10,2.7,11,gempa micro
79868,-8.67,122.86,95,2.6,10,gempa micro
79869,5.77,127.12,76,5.0,29,gempa sedang
79870,-7.56,122.11,23,3.8,11,gempa minor
79871,-7.5,121.73,21,3.5,11,gempa minor
79872,-7.6,122.34,18,2.6,11,gempa micro
79873,-8.13,122.43,13,2.9,10,gempa micro
79874,-7.61,122.32,31,2.8,11,gempa micro
79875,-7.44,121.67,10,3.2,11,gempa minor
79876,-4.32,103.46,10,2.7,38,gempa micro
79877,-7.57,122.15,10,3.0,11,gempa minor
79878,-4.38,103.44,22,2.4,38,gempa micro
79879,-7.55,122.45,11,2.7,11,gempa micro
79880,-7.51,121.93,16,2.8,11,gempa micro
79881,-7.72,122.43,17,2.9,11,gempa micro
79882,-7.57,122.03,16,3.0,11,gempa minor
79883,-7.83,121.89,10,2.8,11,gempa micro
79884,-7.36,121.84,10,3.2,11,gempa minor
79885,-8.21,122.7,118,2.7,10,gempa micro
79886,-9.74,114.19,10,3.8,34,gempa minor
79887,-7.59,121.8,21,3.5,11,gempa minor
79888,-0.1,123.16,99,3.1,18,gempa minor
79889,-7.55,122.53,10,3.4,11,gempa minor
79890,-7.78,122.48,12,2.9,11,gempa micro
79891,-7.51,121.73,10,3.7,11,gempa minor
79892,-9.92,123.93,12,3.3,47,gempa minor
79893,-7.62,122.41,29,3.2,11,gempa minor
79894,-7.45,121.49,10,3.3,11,gempa minor
79895,-7.37,121.31,10,3.3,11,gempa minor
79896,-7.35,121.18,12,2.8,11,gempa micro
79897,-7.24,121.06,12,2.5,11,gempa micro
79898,-7.77,122.46,28,3.1,11,gempa minor
79899,-9.78,114.15,10,4.7,34,gempa ringan
79900,-7.4,121.96,10,3.2,11,gempa minor
79901,-7.63,122.46,27,2.9,11,gempa micro
79902,-8.11,123.91,166,3.2,10,gempa minor
79903,-7.38,121.36,10,3.0,11,gempa minor
79904,-7.62,122.33,26,3.0,11,gempa minor
79905,-7.53,122.42,28,3.5,11,gempa minor
79906,3.32,97.76,10,3.0,27,gempa minor
79907,-4.81,102.92,24,2.5,38,gempa micro
79908,-7.32,120.46,10,2.8,11,gempa micro
79909,-7.54,121.78,14,4.0,11,gempa ringan
79910,-7.47,121.45,10,3.1,11,gempa minor
79911,-7.35,122.04,10,3.1,11,gempa minor
79912,-7.78,122.5,13,2.8,11,gempa micro
79913,2.19,128.88,10,4.3,12,gempa ringan
79914,-7.41,122.4,10,3.4,11,gempa minor
79915,-7.74,122.47,12,3.5,11,gempa minor
79916,-7.6,122.24,24,3.0,11,gempa minor
79917,-1.86,120.47,10,2.7,40,gempa micro
79918,-7.6,122.44,28,3.2,11,gempa minor
79919,-7.67,122.57,17,3.6,11,gempa minor
79920,-7.53,122.38,10,3.5,11,gempa minor
79921,-7.61,122.38,10,4.1,11,gempa ringan
79922,-7.76,122.51,34,3.5,11,gempa minor
79923,-7.63,122.38,10,3.3,11,gempa minor
79924,-7.31,121.26,10,3.0,11,gempa minor
79925,-7.74,122.45,25,3.3,11,gempa minor
79926,-7.6,122.3,10,3.1,11,gempa minor
79927,-7.63,122.44,62,3.5,11,gempa minor
79928,-7.5,122.31,10,3.2,11,gempa minor
79929,0.38,123.69,230,3.5,18,gempa minor
79930,-6.6,121.91,10,3.8,11,gempa minor
79931,-9.02,122.48,28,3.1,30,gempa minor
79932,-7.66,122.35,14,3.3,11,gempa minor
79933,-7.32,121.26,10,3.5,11,gempa minor
79934,-7.36,121.35,10,3.5,11,gempa minor
79935,-7.5,121.64,10,3.3,11,gempa minor
79936,-7.52,122.12,24,3.3,11,gempa minor
79937,-7.58,122.29,24,2.8,11,gempa micro
79938,-7.75,122.55,22,3.4,11,gempa minor
79939,-7.51,121.68,10,3.8,11,gempa minor
79940,-2.86,127.4,10,3.0,8,gempa minor
79941,-7.52,121.73,21,3.2,11,gempa minor
79942,-7.53,121.9,12,3.3,11,gempa minor
79943,-7.54,121.57,10,3.1,11,gempa minor
79944,-7.74,122.51,27,3.2,11,gempa minor
79945,-7.53,121.64,10,3.4,11,gempa minor
79946,-7.55,122.14,21,3.4,11,gempa minor
79947,-7.74,122.41,10,3.5,11,gempa minor
79948,-7.56,122.15,13,3.3,11,gempa minor
79949,-7.52,121.7,15,3.8,11,gempa minor
79950,-7.72,122.39,10,3.0,11,gempa minor
79951,-7.56,122.12,26,3.2,11,gempa minor
79952,-7.49,121.42,10,3.2,11,gempa minor
79953,-7.32,122.4,10,3.6,11,gempa minor
79954,-7.56,122.06,10,2.9,11,gempa micro
79955,-7.35,121.03,10,3.1,11,gempa minor
79956,-8.52,123.3,10,3.0,10,gempa minor
79957,-7.76,122.53,21,3.6,11,gempa minor
79958,-7.78,122.18,26,3.6,11,gempa minor
79959,-7.36,121.7,10,3.1,11,gempa minor
79960,-7.65,122.35,10,3.3,11,gempa minor
79961,-8.42,119.6,163,4.8,10,gempa ringan
79962,-7.66,121.96,15,4.2,11,gempa ringan
79963,-7.66,121.96,15,4.2,11,gempa ringan
79964,-7.77,122.37,10,3.8,11,gempa minor
79965,-7.53,121.61,10,3.5,11,gempa minor
79966,-4.31,103.45,10,2.7,38,gempa micro
79967,-7.64,122.4,24,3.5,11,gempa minor
79968,-7.64,122.41,13,5.4,11,gempa sedang
79969,-7.64,122.41,13,5.4,11,gempa sedang
79970,-7.8,122.49,10,3.5,11,gempa minor
79971,-7.62,122.37,22,3.7,11,gempa minor
79972,-7.76,122.51,33,4.5,11,gempa ringan
79973,-7.5,121.63,11,3.8,11,gempa minor
79974,-7.66,122.06,10,3.2,11,gempa minor
79975,-7.71,122.45,10,3.0,11,gempa minor
79976,-7.48,121.77,11,4.0,11,gempa ringan
79977,-7.56,121.83,10,4.3,11,gempa ringan
79978,-7.75,122.48,10,4.4,11,gempa ringan
79979,-7.58,122.34,76,3.4,11,gempa minor
79980,-7.63,122.39,70,3.7,11,gempa minor
79981,-7.41,122.23,14,3.6,11,gempa minor
79982,-7.52,121.76,13,3.5,11,gempa minor
79983,-7.65,122.27,71,3.9,11,semoga bisa
79984,-7.6,122.24,10,3.3,11,gempa minor
79985,-7.53,121.68,10,3.6,11,gempa minor
79986,-7.41,121.63,10,3.3,11,gempa minor
79987,-7.76,122.5,10,3.6,11,gempa minor
79988,-7.57,121.92,85,3.5,11,gempa minor
79989,-7.51,121.68,10,3.1,11,gempa minor
79990,-7.51,121.99,10,3.3,11,gempa minor
79991,-7.36,121.28,10,3.9,11,semoga bisa
79992,-7.6,122.2,15,4.1,11,gempa ringan
79993,-7.68,122.49,19,3.7,11,gempa minor
79994,-7.6,122.4,74,3.5,11,gempa minor
79995,-7.56,121.5,10,3.6,11,gempa minor
79996,-7.72,122.41,18,3.5,11,gempa minor
79997,-7.66,122.39,10,3.5,11,gempa minor
79998,-7.53,122.16,10,3.3,11,gempa minor
79999,-7.43,122.03,10,3.9,11,semoga bisa
80000,-7.35,121.26,10,4.2,11,gempa ringan
80001,-8.07,122.21,114,3.1,10,gempa minor
80002,-7.25,122.35,10,3.6,11,gempa minor
80003,-7.72,122.38,10,3.6,11,gempa minor
80004,-7.56,122.23,10,3.8,11,gempa minor
80005,-7.53,121.77,10,5.0,11,gempa sedang
80006,-7.53,121.77,10,5.0,11,gempa sedang
80007,-7.58,122.31,10,4.4,11,gempa ringan
80008,-7.45,122.35,10,3.6,11,gempa minor
80009,-8.52,123.03,10,2.8,10,gempa micro
80010,-7.54,122.37,10,3.5,11,gempa minor
80011,-7.55,121.78,13,3.7,11,gempa minor
80012,-7.34,121.26,12,3.6,11,gempa minor
80013,-7.61,122.42,10,3.6,11,gempa minor
80014,-7.37,121.24,11,3.6,11,gempa minor
80015,-7.49,121.63,10,4.3,11,gempa ringan
80016,-7.51,121.63,10,4.1,11,gempa ringan
80017,-7.47,121.51,10,4.2,11,gempa ringan
80018,-7.55,121.63,10,4.8,11,gempa ringan
80019,-7.58,122.15,22,4.6,11,gempa ringan
80020,-7.85,122.33,10,3.8,11,gempa minor
80021,-7.76,122.49,12,4.1,11,gempa ringan
80022,-7.59,121.61,10,4.6,11,gempa ringan
80023,-7.6,122.16,10,4.2,11,gempa ringan
80024,-7.38,122.28,10,3.7,11,gempa minor
80025,-7.58,122.02,26,4.2,11,gempa ringan
80026,-7.59,122.32,10,4.6,11,gempa ringan
80027,-7.67,122.49,27,4.7,11,gempa ringan
80028,-7.66,122.28,14,4.5,11,gempa ringan
80029,-7.54,121.73,13,5.5,11,gempa sedang
80030,-7.54,121.73,13,5.5,11,gempa sedang
80031,-7.79,122.46,10,5.5,11,gempa sedang
80032,-7.79,122.46,10,5.5,11,gempa sedang
80033,-7.56,121.49,10,5.6,11,gempa sedang
80034,-7.59,122.23,10,7.3,11,gempa mayor
80035,-7.59,122.23,10,7.3,11,gempa mayor
80036,-9.66,119.38,10,4.2,42,gempa ringan
80037,5.97,126.83,49,4.6,19,gempa ringan
80038,5.57,126.83,121,4.6,19,gempa ringan
80039,-7.99,122.64,61,2.8,11,gempa micro
80040,-8.35,122.93,29,1.6,10,gempa micro
80041,-8.6,113.47,10,4.9,15,semoga bisa
80042,-8.6,113.47,10,4.9,15,semoga bisa
80043,-7.24,121.18,19,3.5,11,gempa minor
80044,-7.25,121.28,10,2.6,11,gempa micro
80045,-7.32,121.18,10,4.7,11,gempa ringan
80046,-7.67,122.47,36,3.0,11,gempa minor
80047,-7.34,121.29,10,2.6,11,gempa micro
80048,-7.76,121.18,94,2.8,11,gempa micro
80049,-7.51,121.63,10,3.1,11,gempa minor
80050,-7.69,122.45,30,3.0,11,gempa minor
80051,-3.16,130.98,28,3.2,31,gempa minor
80052,-7.53,121.89,14,3.6,11,gempa minor
80053,-7.49,121.73,12,3.3,11,gempa minor
80054,-7.32,121.32,11,3.5,11,gempa minor
80055,-7.32,121.31,13,3.3,11,gempa minor
80056,-7.52,122.01,30,2.9,11,gempa micro
80057,-6.77,122.15,10,3.1,11,gempa minor
80058,-7.41,121.99,31,3.0,11,gempa minor
80059,-7.92,122.4,10,3.2,11,gempa minor
80060,-7.24,121.26,10,3.3,11,gempa minor
80061,-7.59,122.45,14,3.2,11,gempa minor
80062,-8.45,122.9,109,2.6,10,gempa micro
80063,-4.06,128.01,10,3.3,4,gempa minor
80064,-7.69,122.36,14,2.9,11,gempa micro
80065,1.88,128.07,97,3.0,12,gempa minor
80066,-8.07,122.45,17,3.2,10,gempa minor
80067,-7.29,121.6,10,3.0,11,gempa minor
80068,-7.21,107.74,11,2.3,15,gempa micro
80069,-7.62,122.21,70,3.1,11,gempa minor
80070,-7.21,121.23,10,2.9,11,gempa micro
80071,-7.59,122.17,102,3.3,11,gempa minor
80072,-5.34,131.24,115,3.6,4,gempa minor
80073,-7.55,121.64,10,4.4,11,gempa ringan
80074,-0.26,122.93,16,3.4,18,gempa minor
80075,-6.53,122.34,10,2.7,11,gempa micro
80076,-7.59,122.76,10,2.4,11,gempa micro
80077,-7.93,114.31,160,3.0,3,gempa minor
80078,-7.96,121.23,10,3.1,11,gempa minor
80079,-8.3,116.93,10,4.8,43,gempa ringan
80080,-8.3,116.93,10,4.8,43,gempa ringan
80081,-7.53,121.91,10,3.1,11,gempa minor
80082,-8.27,122.98,10,2.8,10,gempa micro
80083,-8.31,122.91,11,2.2,10,gempa micro
80084,1.14,122.56,11,2.4,18,gempa micro
80085,-7.79,122.6,23,2.7,11,gempa micro
80086,-7.64,122.59,10,2.9,11,gempa micro
80087,-3.7,128.21,10,3.1,31,gempa minor
80088,-7.27,121.15,10,3.1,11,gempa minor
80089,-3.07,130.62,10,3.1,31,gempa minor
80090,-7.59,122.39,10,4.2,11,gempa ringan
80091,-7.29,121.2,10,3.8,11,gempa minor
80092,-7.32,121.2,10,3.0,11,gempa minor
80093,-7.81,122.53,10,3.3,11,gempa minor
80094,-7.52,121.6,10,3.1,11,gempa minor
80095,-8.05,122.42,12,2.9,10,gempa micro
80096,-7.8,122.52,10,2.9,11,gempa micro
80097,-7.52,122.17,10,3.1,11,gempa minor
80098,-7.98,122.46,10,3.1,11,gempa minor
80099,-7.69,122.37,10,2.8,11,gempa micro
80100,-7.56,122.22,21,3.1,11,gempa minor
80101,-8.21,121.46,10,3.3,10,gempa minor
80102,-7.42,121.23,10,3.5,11,gempa minor
80103,-7.66,122.43,13,3.5,11,gempa minor
80104,-7.52,122.13,10,3.0,11,gempa minor
80105,-7.56,122.19,10,3.0,11,gempa minor
80106,-7.42,121.93,10,3.3,11,gempa minor
80107,-7.31,121.31,10,3.4,11,gempa minor
80108,3.27,96.19,10,3.7,27,gempa minor
80109,-7.55,122.28,14,2.9,11,gempa micro
80110,-7.54,121.64,15,2.8,11,gempa micro
80111,-7.24,121.16,10,3.1,11,gempa minor
80112,-9.64,119.39,10,3.9,42,semoga bisa
80113,-7.97,122.9,10,2.9,11,gempa micro
80114,0.94,98.67,10,2.6,27,gempa micro
80115,-7.55,122.16,10,2.9,11,gempa micro
80116,-8.23,120.41,14,2.2,10,gempa micro
80117,-9.76,114.21,10,3.5,34,gempa minor
